,,OOB_11_17,OOB_01_18,OOB_11_18,OOB_11_20
121,,0.010582011,0.06614786,0.048117155,0.025553663
122,,0.010582011,0.06614786,0.048117155,0.025553663
123,,0.010582011,0.06614786,0.048117155,0.02725724
124,,0.010582011,0.06614786,0.048117155,0.025553663
125,,0.010582011,0.070038911,0.048117155,0.025553663
126,,0.010582011,0.06614786,0.048117155,0.02725724
127,,0.010582011,0.06614786,0.048117155,0.025553663
128,,0.010582011,0.06614786,0.048117155,0.025553663
129,,0.010582011,0.06614786,0.048117155,0.025553663
130,,0.010582011,0.06614786,0.048117155,0.02725724
131,,0.010582011,0.06614786,0.048117155,0.025553663
132,,0.010582011,0.06614786,0.048117155,0.025553663
133,,0.010582011,0.06614786,0.046025105,0.025553663
134,,0.010582011,0.06614786,0.048117155,0.02725724
135,,0.010582011,0.06614786,0.048117155,0.025553663
136,,0.010582011,0.06614786,0.048117155,0.02725724
137,,0.010582011,0.06614786,0.048117155,0.025553663
138,,0.010582011,0.06614786,0.048117155,0.025553663
139,,0.010582011,0.06614786,0.046025105,0.025553663
140,,0.010582011,0.06614786,0.046025105,0.02725724
141,,0.010582011,0.06614786,0.046025105,0.02725724
142,,0.010582011,0.06614786,0.046025105,0.02725724
143,,0.010582011,0.06614786,0.046025105,0.02725724
144,,0.010582011,0.070038911,0.046025105,0.02725724
145,,0.010582011,0.070038911,0.046025105,0.028960818
146,,0.010582011,0.070038911,0.046025105,0.028960818
147,,0.010582011,0.070038911,0.046025105,0.028960818
148,,0.010582011,0.070038911,0.046025105,0.028960818
149,,0.010582011,0.073929961,0.046025105,0.02725724
150,,0.010582011,0.073929961,0.046025105,0.028960818
151,,0.010582011,0.073929961,0.046025105,0.028960818
152,,0.010582011,0.073929961,0.046025105,0.028960818
153,,0.010582011,0.070038911,0.046025105,0.02725724
154,,0.010582011,0.070038911,0.046025105,0.025553663
155,,0.010582011,0.070038911,0.046025105,0.028960818
156,,0.010582011,0.070038911,0.046025105,0.030664395
157,,0.013227513,0.070038911,0.046025105,0.028960818
158,,0.013227513,0.070038911,0.046025105,0.02725724
159,,0.010582011,0.070038911,0.046025105,0.02725724
160,,0.010582011,0.070038911,0.046025105,0.02725724
161,,0.010582011,0.070038911,0.046025105,0.02725724
162,,0.007936508,0.070038911,0.046025105,0.028960818
163,,0.010582011,0.070038911,0.046025105,0.028960818
164,,0.013227513,0.070038911,0.046025105,0.02725724
165,,0.010582011,0.070038911,0.046025105,0.02725724
166,,0.010582011,0.070038911,0.046025105,0.02725724
167,,0.013227513,0.070038911,0.046025105,0.02725724
168,,0.010582011,0.070038911,0.046025105,0.02725724
169,,0.013227513,0.070038911,0.046025105,0.02725724
170,,0.013227513,0.070038911,0.046025105,0.02725724
171,,0.010582011,0.070038911,0.046025105,0.02725724
172,,0.007936508,0.073929961,0.046025105,0.02725724
173,,0.010582011,0.070038911,0.048117155,0.02725724
174,,0.010582011,0.073929961,0.046025105,0.02725724
175,,0.013227513,0.073929961,0.046025105,0.02725724
176,,0.013227513,0.073929961,0.046025105,0.025553663
177,,0.010582011,0.073929961,0.046025105,0.02725724
178,,0.010582011,0.073929961,0.046025105,0.02725724
179,,0.013227513,0.073929961,0.046025105,0.02725724
180,,0.010582011,0.073929961,0.046025105,0.02725724
181,,0.010582011,0.073929961,0.046025105,0.02725724
182,,0.010582011,0.077821012,0.046025105,0.02725724
183,,0.010582011,0.077821012,0.046025105,0.02725724
184,,0.007936508,0.077821012,0.046025105,0.02725724
185,,0.010582011,0.077821012,0.046025105,0.028960818
186,,0.010582011,0.077821012,0.046025105,0.02725724
187,,0.007936508,0.077821012,0.046025105,0.028960818
188,,0.010582011,0.077821012,0.046025105,0.02725724
189,,0.007936508,0.073929961,0.046025105,0.02725724
190,,0.007936508,0.073929961,0.046025105,0.02725724
191,,0.007936508,0.077821012,0.046025105,0.02725724
192,,0.007936508,0.073929961,0.046025105,0.02725724
193,,0.010582011,0.077821012,0.046025105,0.02725724
194,,0.007936508,0.077821012,0.046025105,0.02725724
195,,0.007936508,0.077821012,0.046025105,0.02725724
196,,0.007936508,0.077821012,0.046025105,0.02725724
197,,0.010582011,0.077821012,0.046025105,0.02725724
198,,0.007936508,0.077821012,0.046025105,0.02725724
199,,0.005291005,0.077821012,0.046025105,0.02725724
200,,0.005291005,0.081712062,0.046025105,0.02725724
201,,0.005291005,0.077821012,0.046025105,0.02725724
202,,0.005291005,0.077821012,0.046025105,0.02725724
203,,0.005291005,0.077821012,0.046025105,0.02725724
204,,0.005291005,0.077821012,0.046025105,0.02725724
205,,0.005291005,0.077821012,0.046025105,0.02725724
206,,0.005291005,0.077821012,0.046025105,0.030664395
207,,0.007936508,0.081712062,0.046025105,0.028960818
208,,0.007936508,0.081712062,0.046025105,0.028960818
209,,0.007936508,0.081712062,0.046025105,0.028960818
210,,0.010582011,0.081712062,0.046025105,0.030664395
211,,0.010582011,0.077821012,0.046025105,0.028960818
212,,0.010582011,0.077821012,0.046025105,0.030664395
213,,0.010582011,0.077821012,0.046025105,0.030664395
214,,0.007936508,0.077821012,0.046025105,0.02725724
215,,0.010582011,0.073929961,0.046025105,0.02725724
216,,0.005291005,0.077821012,0.046025105,0.028960818
217,,0.007936508,0.077821012,0.046025105,0.02725724
218,,0.010582011,0.081712062,0.046025105,0.02725724
219,,0.005291005,0.081712062,0.046025105,0.02725724
220,,0.010582011,0.077821012,0.046025105,0.028960818
221,,0.010582011,0.073929961,0.046025105,0.028960818
222,,0.010582011,0.081712062,0.046025105,0.030664395
223,,0.010582011,0.073929961,0.046025105,0.030664395
224,,0.010582011,0.073929961,0.046025105,0.02725724
225,,0.010582011,0.073929961,0.046025105,0.028960818
226,,0.010582011,0.073929961,0.046025105,0.02725724
227,,0.010582011,0.073929961,0.046025105,0.028960818
228,,0.010582011,0.073929961,0.046025105,0.02725724
229,,0.007936508,0.070038911,0.046025105,0.028960818
230,,0.010582011,0.070038911,0.046025105,0.028960818
231,,0.010582011,0.073929961,0.046025105,0.02725724
232,,0.010582011,0.073929961,0.043933054,0.028960818
233,,0.007936508,0.070038911,0.043933054,0.028960818
234,,0.010582011,0.070038911,0.043933054,0.028960818
235,,0.010582011,0.073929961,0.046025105,0.02725724
236,,0.010582011,0.073929961,0.046025105,0.030664395
237,,0.007936508,0.073929961,0.046025105,0.030664395
238,,0.010582011,0.070038911,0.046025105,0.028960818
239,,0.010582011,0.070038911,0.046025105,0.02725724
240,,0.010582011,0.070038911,0.046025105,0.02725724
241,,0.010582011,0.070038911,0.046025105,0.02725724
242,,0.010582011,0.073929961,0.046025105,0.02725724
243,,0.010582011,0.073929961,0.046025105,0.032367973
244,,0.010582011,0.073929961,0.046025105,0.028960818
245,,0.007936508,0.073929961,0.043933054,0.032367973
246,,0.007936508,0.073929961,0.046025105,0.030664395
247,,0.007936508,0.070038911,0.046025105,0.028960818
248,,0.010582011,0.070038911,0.046025105,0.028960818
249,,0.010582011,0.073929961,0.046025105,0.028960818
250,,0.007936508,0.070038911,0.046025105,0.030664395
251,,0.010582011,0.073929961,0.046025105,0.030664395
252,,0.007936508,0.073929961,0.046025105,0.030664395
253,,0.007936508,0.077821012,0.046025105,0.030664395
254,,0.007936508,0.077821012,0.046025105,0.032367973
255,,0.007936508,0.077821012,0.046025105,0.030664395
256,,0.007936508,0.073929961,0.046025105,0.030664395
257,,0.007936508,0.077821012,0.046025105,0.030664395
258,,0.007936508,0.077821012,0.046025105,0.030664395
259,,0.007936508,0.077821012,0.046025105,0.030664395
260,,0.010582011,0.077821012,0.046025105,0.032367973
261,,0.007936508,0.077821012,0.046025105,0.028960818
262,,0.007936508,0.077821012,0.046025105,0.028960818
263,,0.007936508,0.073929961,0.046025105,0.028960818
264,,0.007936508,0.077821012,0.046025105,0.030664395
265,,0.007936508,0.073929961,0.046025105,0.03407155
266,,0.007936508,0.073929961,0.046025105,0.03407155
267,,0.007936508,0.073929961,0.046025105,0.032367973
268,,0.007936508,0.073929961,0.046025105,0.032367973
269,,0.007936508,0.073929961,0.046025105,0.030664395
270,,0.007936508,0.073929961,0.046025105,0.032367973
271,,0.007936508,0.073929961,0.046025105,0.030664395
272,,0.007936508,0.073929961,0.046025105,0.032367973
273,,0.007936508,0.073929961,0.046025105,0.03407155
274,,0.007936508,0.073929961,0.046025105,0.032367973
275,,0.007936508,0.073929961,0.046025105,0.032367973
276,,0.007936508,0.073929961,0.046025105,0.032367973
277,,0.005291005,0.073929961,0.046025105,0.032367973
278,,0.005291005,0.073929961,0.046025105,0.030664395
279,,0.005291005,0.073929961,0.046025105,0.032367973
280,,0.007936508,0.073929961,0.046025105,0.03407155
281,,0.007936508,0.073929961,0.046025105,0.030664395
282,,0.005291005,0.073929961,0.046025105,0.032367973
283,,0.005291005,0.073929961,0.046025105,0.032367973
284,,0.005291005,0.073929961,0.046025105,0.028960818
285,,0.005291005,0.073929961,0.046025105,0.028960818
286,,0.007936508,0.070038911,0.046025105,0.028960818
287,,0.007936508,0.073929961,0.046025105,0.030664395
288,,0.007936508,0.070038911,0.046025105,0.028960818
289,,0.005291005,0.073929961,0.046025105,0.028960818
290,,0.005291005,0.073929961,0.046025105,0.030664395
291,,0.007936508,0.073929961,0.046025105,0.030664395
292,,0.005291005,0.073929961,0.046025105,0.028960818
293,,0.005291005,0.073929961,0.046025105,0.030664395
294,,0.007936508,0.073929961,0.046025105,0.030664395
295,,0.005291005,0.073929961,0.046025105,0.028960818
296,,0.005291005,0.073929961,0.046025105,0.030664395
297,,0.005291005,0.073929961,0.046025105,0.030664395
298,,0.005291005,0.073929961,0.046025105,0.030664395
299,,0.005291005,0.073929961,0.046025105,0.030664395
300,,0.005291005,0.073929961,0.046025105,0.030664395
301,,0.005291005,0.073929961,0.046025105,0.030664395
302,,0.005291005,0.073929961,0.046025105,0.030664395
303,,0.005291005,0.073929961,0.046025105,0.030664395
304,,0.005291005,0.070038911,0.046025105,0.030664395
305,,0.007936508,0.070038911,0.046025105,0.030664395
306,,0.005291005,0.070038911,0.046025105,0.030664395
307,,0.005291005,0.070038911,0.046025105,0.030664395
308,,0.005291005,0.073929961,0.046025105,0.030664395
309,,0.005291005,0.070038911,0.046025105,0.030664395
310,,0.005291005,0.070038911,0.046025105,0.030664395
311,,0.007936508,0.070038911,0.046025105,0.030664395
312,,0.007936508,0.070038911,0.046025105,0.030664395
313,,0.007936508,0.070038911,0.046025105,0.028960818
314,,0.007936508,0.070038911,0.046025105,0.030664395
315,,0.007936508,0.073929961,0.046025105,0.030664395
316,,0.007936508,0.073929961,0.046025105,0.030664395
317,,0.007936508,0.073929961,0.046025105,0.030664395
318,,0.005291005,0.073929961,0.046025105,0.02725724
319,,0.005291005,0.073929961,0.046025105,0.028960818
320,,0.005291005,0.073929961,0.046025105,0.028960818
321,,0.005291005,0.077821012,0.046025105,0.028960818
322,,0.005291005,0.077821012,0.046025105,0.028960818
323,,0.005291005,0.077821012,0.046025105,0.02725724
324,,0.005291005,0.077821012,0.046025105,0.030664395
325,,0.005291005,0.077821012,0.046025105,0.028960818
326,,0.005291005,0.077821012,0.046025105,0.02725724
327,,0.005291005,0.077821012,0.046025105,0.028960818
328,,0.007936508,0.077821012,0.046025105,0.02725724
329,,0.005291005,0.077821012,0.046025105,0.02725724
330,,0.005291005,0.077821012,0.046025105,0.02725724
331,,0.005291005,0.077821012,0.046025105,0.02725724
332,,0.005291005,0.077821012,0.046025105,0.02725724
333,,0.005291005,0.077821012,0.046025105,0.02725724
334,,0.005291005,0.077821012,0.046025105,0.028960818
335,,0.005291005,0.077821012,0.046025105,0.02725724
336,,0.005291005,0.077821012,0.046025105,0.028960818
337,,0.005291005,0.077821012,0.046025105,0.02725724
338,,0.005291005,0.077821012,0.046025105,0.028960818
339,,0.005291005,0.077821012,0.046025105,0.025553663
340,,0.005291005,0.077821012,0.046025105,0.02725724
341,,0.005291005,0.077821012,0.046025105,0.025553663
342,,0.005291005,0.073929961,0.046025105,0.02725724
343,,0.005291005,0.073929961,0.046025105,0.025553663
344,,0.005291005,0.073929961,0.046025105,0.02725724
345,,0.005291005,0.077821012,0.046025105,0.025553663
346,,0.005291005,0.073929961,0.046025105,0.025553663
347,,0.005291005,0.073929961,0.046025105,0.02725724
348,,0.005291005,0.073929961,0.046025105,0.030664395
349,,0.005291005,0.073929961,0.046025105,0.028960818
350,,0.005291005,0.073929961,0.046025105,0.02725724
351,,0.005291005,0.073929961,0.046025105,0.030664395
352,,0.005291005,0.073929961,0.046025105,0.028960818
353,,0.005291005,0.073929961,0.046025105,0.028960818
354,,0.005291005,0.073929961,0.046025105,0.028960818
355,,0.005291005,0.073929961,0.046025105,0.028960818
356,,0.005291005,0.073929961,0.046025105,0.028960818
357,,0.005291005,0.073929961,0.046025105,0.028960818
358,,0.005291005,0.073929961,0.046025105,0.028960818
359,,0.005291005,0.073929961,0.046025105,0.028960818
360,,0.005291005,0.073929961,0.046025105,0.028960818
361,,0.005291005,0.073929961,0.046025105,0.028960818
362,,0.005291005,0.073929961,0.046025105,0.028960818
363,,0.005291005,0.073929961,0.046025105,0.028960818
364,,0.005291005,0.077821012,0.046025105,0.028960818
365,,0.005291005,0.077821012,0.046025105,0.028960818
366,,0.005291005,0.077821012,0.046025105,0.028960818
367,,0.005291005,0.077821012,0.046025105,0.030664395
368,,0.005291005,0.077821012,0.046025105,0.030664395
369,,0.005291005,0.077821012,0.046025105,0.028960818
370,,0.005291005,0.073929961,0.046025105,0.028960818
371,,0.005291005,0.077821012,0.046025105,0.028960818
372,,0.005291005,0.077821012,0.046025105,0.028960818
373,,0.005291005,0.073929961,0.046025105,0.028960818
374,,0.005291005,0.073929961,0.046025105,0.028960818
375,,0.005291005,0.077821012,0.046025105,0.030664395
376,,0.005291005,0.077821012,0.046025105,0.030664395
377,,0.005291005,0.077821012,0.046025105,0.030664395
378,,0.005291005,0.077821012,0.046025105,0.030664395
379,,0.005291005,0.077821012,0.046025105,0.028960818
380,,0.005291005,0.077821012,0.046025105,0.030664395
381,,0.005291005,0.077821012,0.046025105,0.028960818
382,,0.005291005,0.077821012,0.046025105,0.028960818
383,,0.007936508,0.077821012,0.046025105,0.028960818
384,,0.005291005,0.077821012,0.046025105,0.028960818
385,,0.005291005,0.077821012,0.046025105,0.02725724
386,,0.005291005,0.077821012,0.046025105,0.028960818
387,,0.005291005,0.077821012,0.046025105,0.028960818
388,,0.005291005,0.077821012,0.046025105,0.028960818
389,,0.007936508,0.077821012,0.046025105,0.02725724
390,,0.007936508,0.077821012,0.046025105,0.02725724
391,,0.005291005,0.077821012,0.046025105,0.02725724
392,,0.005291005,0.077821012,0.046025105,0.028960818
393,,0.005291005,0.077821012,0.046025105,0.028960818
394,,0.007936508,0.077821012,0.046025105,0.028960818
395,,0.007936508,0.077821012,0.046025105,0.030664395
396,,0.007936508,0.077821012,0.046025105,0.030664395
397,,0.007936508,0.077821012,0.046025105,0.030664395
398,,0.007936508,0.077821012,0.046025105,0.030664395
399,,0.005291005,0.077821012,0.046025105,0.028960818
400,,0.007936508,0.077821012,0.046025105,0.030664395
401,,0.007936508,0.077821012,0.046025105,0.030664395
402,,0.007936508,0.077821012,0.046025105,0.030664395
403,,0.007936508,0.077821012,0.046025105,0.030664395
404,,0.007936508,0.077821012,0.046025105,0.030664395
405,,0.007936508,0.077821012,0.046025105,0.030664395
406,,0.007936508,0.077821012,0.046025105,0.030664395
407,,0.007936508,0.077821012,0.046025105,0.030664395
408,,0.007936508,0.077821012,0.046025105,0.030664395
409,,0.007936508,0.077821012,0.046025105,0.030664395
410,,0.007936508,0.077821012,0.046025105,0.032367973
411,,0.007936508,0.077821012,0.046025105,0.03407155
412,,0.007936508,0.077821012,0.046025105,0.030664395
413,,0.007936508,0.077821012,0.046025105,0.032367973
414,,0.007936508,0.077821012,0.046025105,0.030664395
415,,0.007936508,0.077821012,0.046025105,0.032367973
416,,0.007936508,0.077821012,0.046025105,0.032367973
417,,0.007936508,0.077821012,0.046025105,0.030664395
418,,0.007936508,0.077821012,0.046025105,0.030664395
419,,0.007936508,0.073929961,0.046025105,0.030664395
420,,0.007936508,0.077821012,0.046025105,0.030664395
421,,0.007936508,0.073929961,0.046025105,0.030664395
422,,0.007936508,0.073929961,0.046025105,0.030664395
423,,0.007936508,0.073929961,0.046025105,0.030664395
424,,0.007936508,0.073929961,0.046025105,0.030664395
425,,0.007936508,0.073929961,0.046025105,0.032367973
426,,0.007936508,0.077821012,0.046025105,0.030664395
427,,0.007936508,0.077821012,0.046025105,0.030664395
428,,0.007936508,0.077821012,0.046025105,0.030664395
429,,0.007936508,0.073929961,0.046025105,0.030664395
430,,0.007936508,0.070038911,0.046025105,0.032367973
431,,0.007936508,0.073929961,0.046025105,0.030664395
432,,0.007936508,0.077821012,0.046025105,0.030664395
433,,0.007936508,0.077821012,0.046025105,0.030664395
434,,0.007936508,0.077821012,0.046025105,0.032367973
435,,0.007936508,0.077821012,0.046025105,0.032367973
436,,0.007936508,0.077821012,0.046025105,0.032367973
437,,0.007936508,0.077821012,0.046025105,0.032367973
438,,0.007936508,0.077821012,0.046025105,0.03407155
439,,0.007936508,0.077821012,0.046025105,0.032367973
440,,0.007936508,0.077821012,0.046025105,0.032367973
441,,0.007936508,0.077821012,0.043933054,0.03407155
442,,0.007936508,0.077821012,0.046025105,0.032367973
443,,0.007936508,0.077821012,0.043933054,0.032367973
444,,0.007936508,0.077821012,0.046025105,0.032367973
445,,0.007936508,0.077821012,0.046025105,0.032367973
446,,0.007936508,0.077821012,0.046025105,0.032367973
447,,0.007936508,0.077821012,0.046025105,0.032367973
448,,0.007936508,0.077821012,0.046025105,0.032367973
449,,0.007936508,0.077821012,0.046025105,0.032367973
450,,0.007936508,0.077821012,0.046025105,0.032367973
451,,0.007936508,0.077821012,0.046025105,0.032367973
452,,0.007936508,0.077821012,0.046025105,0.032367973
453,,0.007936508,0.077821012,0.046025105,0.032367973
454,,0.007936508,0.077821012,0.046025105,0.032367973
455,,0.007936508,0.077821012,0.046025105,0.032367973
456,,0.007936508,0.077821012,0.046025105,0.032367973
457,,0.007936508,0.073929961,0.046025105,0.032367973
458,,0.007936508,0.073929961,0.046025105,0.032367973
459,,0.007936508,0.073929961,0.046025105,0.032367973
460,,0.007936508,0.073929961,0.046025105,0.032367973
461,,0.007936508,0.077821012,0.046025105,0.032367973
462,,0.007936508,0.077821012,0.046025105,0.032367973
463,,0.007936508,0.073929961,0.046025105,0.030664395
464,,0.007936508,0.077821012,0.046025105,0.032367973
465,,0.007936508,0.073929961,0.046025105,0.032367973
466,,0.007936508,0.073929961,0.046025105,0.030664395
467,,0.007936508,0.073929961,0.046025105,0.030664395
468,,0.007936508,0.073929961,0.046025105,0.030664395
469,,0.007936508,0.073929961,0.046025105,0.030664395
470,,0.007936508,0.073929961,0.046025105,0.030664395
471,,0.007936508,0.077821012,0.046025105,0.030664395
472,,0.007936508,0.073929961,0.046025105,0.030664395
473,,0.007936508,0.077821012,0.046025105,0.030664395
474,,0.007936508,0.073929961,0.046025105,0.030664395
475,,0.007936508,0.073929961,0.046025105,0.030664395
476,,0.007936508,0.073929961,0.046025105,0.030664395
477,,0.007936508,0.073929961,0.046025105,0.030664395
478,,0.007936508,0.073929961,0.046025105,0.030664395
479,,0.007936508,0.073929961,0.046025105,0.030664395
480,,0.007936508,0.073929961,0.046025105,0.030664395
481,,0.007936508,0.073929961,0.046025105,0.030664395
482,,0.007936508,0.073929961,0.046025105,0.030664395
483,,0.007936508,0.073929961,0.046025105,0.030664395
484,,0.007936508,0.073929961,0.046025105,0.030664395
485,,0.007936508,0.073929961,0.046025105,0.030664395
486,,0.007936508,0.073929961,0.046025105,0.030664395
487,,0.007936508,0.073929961,0.046025105,0.030664395
488,,0.007936508,0.073929961,0.043933054,0.030664395
489,,0.007936508,0.073929961,0.046025105,0.030664395
490,,0.007936508,0.073929961,0.046025105,0.030664395
491,,0.007936508,0.073929961,0.046025105,0.030664395
492,,0.007936508,0.073929961,0.046025105,0.030664395
493,,0.007936508,0.073929961,0.043933054,0.030664395
494,,0.007936508,0.073929961,0.043933054,0.030664395
495,,0.007936508,0.073929961,0.043933054,0.030664395
496,,0.007936508,0.073929961,0.043933054,0.030664395
497,,0.007936508,0.073929961,0.043933054,0.030664395
498,,0.007936508,0.073929961,0.043933054,0.030664395
499,,0.007936508,0.073929961,0.043933054,0.030664395
500,,0.007936508,0.073929961,0.043933054,0.030664395
